Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""1"",""3"",""2"",""4""]","[1.176,1.449,1.889,2.164,2.617,3.332,3.801,4.333,4.553,5.817,7.794,8.417,9.301,9.668]",0,0,0,0,1,41324,,10,1,2021-01-12_13h45.07.228,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""1"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.897,1.159,1.43,1.662,1.958,2.495,2.738,2.822,3.155,3.39,3.662,4.166,4.775,5.39,5.63,5.942,6.967,7.222,7.958,8.165,8.415,9.142,9.598]",0,1,1,1,1,41324,,10,1,2021-01-12_13h45.07.228,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""3"",""2"",""1"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[0.817,1.018,1.3,1.523,1.916,3.034,3.29,3.55,3.786,4.036,5.354,5.735,6.107,6.323,6.594,7.101,7.802,8.13,8.37,8.626,9.169,9.458,9.794]",0,2,2,2,1,41324,,10,1,2021-01-12_13h45.07.228,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.7,0.884,1.137,1.435,1.802,2.202,2.626,2.954,3.17,3.435,3.762,4.042,4.334,4.547,4.778,5.09,5.69,6.009,6.285,6.563,7.003,7.268,7.658,7.858,8.13,8.819,9.051,9.338,9.675,9.897]",0,3,3,3,1,41324,,10,1,2021-01-12_13h45.07.228,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.669,0.866,1.133,1.338,1.594,1.95,2.194,2.474,2.667,2.933,3.258,3.506,3.898,4.083,4.361,4.706,4.931,5.331,5.538,5.818,6.178,6.522,6.906,7.09,7.306,7.61,7.857,8.138,8.322,8.53,8.852,9.138,9.386,9.538,9.738]",0,4,4,4,1,41324,,30,1,2021-01-12_13h45.07.228,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.71,0.883,1.139,1.339,1.571,1.883,2.123,2.411,2.587,2.851,3.195,3.443,3.803,4.003,4.259,4.635,4.875,5.167,5.41,5.9,7.233,7.459,7.734,7.923,8.187,8.507,8.718,9.017,9.134,9.363,9.682,9.913]",0,5,5,5,1,41324,,0,1,2021-01-12_13h45.07.228,Sequence Training,2020.1.3,Win32,60
"[""3"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""2""]","[0.145,1.891,2.37,2.57,2.945,3.186,3.846,4.122,4.33,4.596,4.813,5.58,6.37,6.597,6.93,7.282,7.954,8.28,8.466,8.706,8.912,9.364]",0,6,6,6,1,42314,,10,1,2021-01-12_13h45.07.228,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.817,1.021,1.517,1.724,1.987,2.669,2.956,3.236,3.387,3.621,4.005,4.3,4.661,4.829,5.052,5.604,5.804,6.068,6.236,6.468,6.923,7.134,7.404,7.644,7.952,8.501,8.717,9.301,9.461,9.691]",0,7,7,7,1,41324,,0,1,2021-01-12_13h45.07.228,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1""]","[1.089,1.344,1.6,2.952,3.217,3.817,4.067,4.2,4.737,4.85,5.358,5.684,5.833,6.117,7.353,7.785,7.985,8.317,8.568,9.169,9.502,9.685,10.002]",0,8,8,8,1,42314,,10,1,2021-01-12_13h45.07.228,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""2"",""3"",""4"",""4"",""1"",""2"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[0.73,0.863,1.193,1.442,1.679,2.344,2.528,2.912,4.72,5.096,5.459,5.593,5.864,6.304,6.495,6.848,6.953,7.183,7.552,7.76,8.041,8.169,8.464,9.096,9.328,9.712,9.826]",0,9,9,9,1,41324,,0,1,2021-01-12_13h45.07.228,Sequence Training,2020.1.3,Win32,60
