Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[1.551,1.898,2.757,3.048,3.866,5.575,5.969,8.007,8.36,8.618,9.619,9.912]",0,0,0,0,1,41324,,10,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[2.408,2.723,3.277,3.391,3.735,4.185,4.523,5.093,5.199,5.501,5.868,6.176,6.62,6.724,7.08,7.487,8.734,9.581,9.68]",0,1,1,1,1,41324,,10,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[2.776,2.983,3.6,4.714,5,5.581,5.814,6.15,6.494,6.898,8.791,9.067,9.43,9.674,9.968]",0,2,2,2,1,41324,,10,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[1.736,2.034,2.402,2.8,3.159,3.503,4.022,4.59,5.411,5.901,7.54,7.821,8.23,9.059,9.763]",0,3,3,3,1,41324,,10,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[0.904,1.183,1.611,2.079,2.513,2.864,3.246,3.979,4.305,4.661,5.013,5.363,6.39,6.791,7.126,7.451,8.192,8.842,9.108,9.516,9.925]",0,4,4,4,1,41324,,30,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[1.048,1.386,1.665,1.934,2.305,2.631,2.989,3.435,3.713,4.019,4.349,4.705,5.297,5.579,5.92,6.516,6.886,7.514,7.862,8.617,9.55,9.888]",0,5,5,5,1,41324,,0,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""3"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3""]","[0.201,3.04,3.88,4.308,4.78,5.185,5.939,6.52,7.197,7.648,8.044,8.815,9.312,9.693]",0,6,6,6,1,42314,,10,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[1.125,1.774,2.985,3.326,3.779,4.262,4.552,4.987,5.672,5.988,6.387,6.819,7.347,7.603,7.948,8.721,9.086,9.605,9.884]",0,7,7,7,1,41324,,0,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4""]","[0.099,4.582,5.404,5.798,6.142,6.691,7.273,8.442,8.851,9.166,9.501]",0,8,8,8,1,42314,,10,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[1.04,1.337,1.633,1.94,2.267,2.61,3.121,3.506,3.796,4.148,4.911,5.266,5.673,5.94,6.186,6.484,6.913,7.394,7.658,7.945,8.25,8.576,9.626,9.855]",0,9,9,9,1,41324,,0,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4""]","[1.881,2.45,3.171,3.54,3.825,4.341,4.805,5.264,5.561,5.848,6.415,7.174,8.124,8.418,8.853,9.393]",0,10,10,10,1,42314,,10,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.879,1.213,1.547,1.825,2.17,2.572,2.977,3.41,3.669,3.98,4.349,4.842,5.246,5.527,5.824,6.152,6.459,6.857,7.146,7.377,7.723,8.115,8.456,8.758,9.028,9.355,9.731]",0,11,11,11,1,41324,,0,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
"[""3"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1""]","[0.077,1.786,2.371,2.731,3.329,3.642,4.039,4.437,4.783,5.118,5.453,5.92,6.313,6.767,7.18,7.56,8.428,9.012,9.408,9.697]",0,12,12,12,1,42314,,10,1,2020-12-29_12h47.31.700,Sequence Training,2020.1.3,Win32,60
