Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[1.061,1.254,1.782,2.264,2.639,3.153,3.514,3.919,4.264,4.513,4.914,5.202,5.641,6.072,6.31,6.766,7.149,7.649,8.454,8.672,9.382,9.669]",0,0,0,0,1,41324,,10,1,2020-12-29_13h04.13.341,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""2"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[0.776,1.005,1.3,2.576,2.819,3.241,3.471,3.951,4.679,4.92,5.297,5.57,6.067,6.395,6.612,6.946,7.261,7.67,7.978,8.179,8.582,8.866,9.634]",0,1,1,1,1,41324,,10,1,2020-12-29_13h04.13.341,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.628,0.851,1.285,1.658,1.873,2.219,2.506,2.885,3.233,3.389,3.774,4.111,4.646,5.106,5.267,5.7,6.223,6.804,7.205,7.436,7.895,8.22,8.737,9.063,9.209,9.587,9.893]",0,2,2,2,1,41324,,10,1,2020-12-29_13h04.13.341,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.61,0.834,1.151,1.417,1.629,1.937,2.17,2.504,2.776,2.981,3.306,3.514,4.003,4.297,4.476,4.789,5.062,5.384,5.687,5.903,6.232,6.514,7.012,7.286,7.434,7.918,8.217,8.806,9.06,9.25,9.593,9.843]",0,3,3,3,1,41324,,10,1,2020-12-29_13h04.13.341,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[0.668,0.859,1.305,1.606,1.827,2.128,2.352,2.782,3.094,3.247,3.673,4.024,4.38,4.64,4.832,5.164,5.425,5.835,6.086,6.258,6.617,6.885,7.355,7.838,7.988,8.378,8.64,9.077,9.353,9.545,10.003]",0,4,4,4,1,41324,,30,1,2020-12-29_13h04.13.341,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""2"",""2"",""4""]","[0.736,0.944,1.515,1.791,1.933,2.255,2.447,2.782,3.038,3.165,3.477,3.744,4.131,4.397,4.522,5.004,5.268,5.772,6.156,6.296,6.638,6.885,7.347,7.648,7.793,8.21,8.504,8.8,9.664,9.829]",0,5,5,5,1,41324,,0,1,2020-12-29_13h04.13.341,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4""]","[0.85,1.154,1.4,1.759,1.99,2.42,2.916,3.154,3.43,3.757,4.231,4.697,4.914,5.197,5.436,5.821,6.152,6.318,6.63,6.865,7.373,7.656,7.779,8.087,8.314,8.683,8.965,9.157,9.454,9.695]",0,6,6,6,1,42314,,10,1,2020-12-29_13h04.13.341,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""3"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[0.641,0.823,1.188,1.501,1.703,2.458,2.839,3.391,3.723,3.909,4.247,4.487,4.954,5.327,5.466,5.875,6.139,6.547,6.832,6.979,7.373,7.61,8.173,8.49,8.627,9.012,9.294,9.773]",0,7,7,7,1,41324,,0,1,2020-12-29_13h04.13.341,Sequence Training,2020.1.3,Win32,60
"[""2"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4""]","[0.03,0.228,0.884,1.469,1.767,2.016,2.225,2.55,2.834,3.039,3.316,3.531,3.86,4.165,4.381,4.65,4.881,5.48,6.197,6.534,6.979,7.161,7.478,7.811,8.049,8.315,8.479,8.85,9.085,9.241,9.601,9.776]",0,8,8,8,1,42314,,10,1,2020-12-29_13h04.13.341,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""2"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.607,0.842,1.008,1.776,1.983,2.308,2.72,3.176,3.492,3.619,3.964,4.477,5.058,5.398,5.557,5.915,6.23,6.846,7.167,7.304,7.755,8.07,8.633,9.064,9.177,9.66,9.937]",0,9,9,9,1,41324,,0,1,2020-12-29_13h04.13.341,Sequence Training,2020.1.3,Win32,60
