Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate
"[""4"",""1"",""2"",""3"",""4"",""4"",""1"",""2"",""3"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[1.047,1.417,1.663,1.992,2.4,2.936,3.32,3.608,3.872,4.112,5.088,5.536,5.872,6.08,6.65,7.224,7.584,7.872,8.104,8.384,8.824,8.984,9.28,9.466,9.728]",0,0,0,0,1,41324,,10,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[1.076,1.474,1.77,1.978,2.202,2.538,2.714,2.946,3.203,3.474,3.827,4.044,4.298,4.444,4.667,4.979,5.147,5.371,5.563,5.795,6.075,6.235,6.467,6.795,7.035,7.339,7.539,7.747,7.931,8.147,8.387,8.531,8.811,9.035,9.235,9.462,9.764]",0,1,1,1,1,41324,,10,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.798,1.133,1.389,1.549,1.757,2.029,2.221,2.485,2.669,2.901,3.133,3.285,3.597,3.837,4.109,4.349,4.485,4.765,4.973,5.197,5.406,5.557,5.734,5.88,6.086,6.293,6.469,6.679,6.83,7.006,7.262,7.43,7.622,7.782,7.974,8.206,8.358,8.526,8.71,8.934,9.15,9.296,9.479,9.63,9.846]",0,2,2,2,1,41324,,10,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.814,1.133,2.621,3.229,3.421,3.695,3.965,4.149,4.365,4.517,4.686,4.901,5.005,5.165,5.295,5.461,5.685,5.798,5.973,6.101,6.304,6.517,6.637,6.821,6.989,7.261,7.495,7.629,7.797,7.917,8.109,8.317,8.749,9.013,9.222,9.342,9.558,9.782,9.886]",0,3,3,3,1,41324,,10,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.775,1.022,1.39,1.534,1.712,1.982,2.134,2.438,2.574,2.83,3.039,3.134,3.313,3.454,3.63,3.846,3.958,4.126,4.263,4.462,4.719,4.839,5.022,5.175,5.431,5.647,5.783,5.967,6.143,6.431,6.623,6.727,6.912,7.079,7.279,7.487,7.583,7.751,7.929,8.112,8.335,8.423,8.567,8.735,8.967,9.176,9.295,9.471,9.631,9.823]",0,4,4,4,1,41324,,30,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""1"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.741,1.32,1.64,1.778,2.04,2.32,2.472,2.649,2.8,2.961,3.201,3.345,3.505,3.641,3.817,4.025,4.129,4.281,4.441,4.609,4.849,5.028,5.169,5.321,5.545,5.769,5.897,6.081,6.233,6.449,6.681,6.801,6.978,7.145,7.337,7.529,7.657,7.825,8.01,8.185,8.646,8.833,9.049,9.273,9.414,9.585,9.729,9.961]",0,5,5,5,1,41324,,0,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2""]","[0.1,2.276,2.804,2.966,3.18,3.46,3.916,4.3,4.508,4.74,4.966,5.132,6.388,6.644,6.812,7.036,7.268,7.565,7.756,7.965,8.268,8.54,8.868,9.108,9.317,9.565,9.805,9.999]",0,6,6,6,1,42314,,10,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[2.381,2.787,3.091,3.315,3.604,3.955,4.197,4.451,4.611,4.867,5.036,5.211,5.46,5.667,5.964,6.18,6.291,6.507,6.707,6.972,7.14,7.251,7.42,7.58,7.781,7.972,8.076,8.22,8.388,8.604,8.78,8.9,9.076,9.215,9.42,9.588,9.716,9.86]",0,7,7,7,1,41324,,0,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""4"",""4"",""4"",""2"",""3"",""1"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4""]","[0.235,0.924,1.796,1.988,2.22,2.82,3.26,3.78,4.766,5.004,5.212,5.532,5.86,6.068,6.252,6.46,6.652,6.916,7.076,7.34,7.596,7.78,8.004,8.166,8.324,8.572,8.789,9.004,9.196,9.508,9.845]",0,8,8,8,1,42314,,10,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""2"",""3"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[1.146,1.346,1.801,2.769,3.585,4.305,4.705,4.913,5.041,5.217,5.393,5.505,5.665,5.825,6.033,6.257,6.362,6.594,6.769,6.979,7.179,7.29,7.505,7.674,7.89,8.081,8.186,8.37,8.546,8.746,8.954,9.073,9.33,9.57,9.858,10.018]",0,9,9,9,1,41324,,0,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""1"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4""]","[0.083,1.244,2.155,2.75,3.252,3.619,3.933,4.084,4.299,4.564,4.916,5.188,5.372,5.644,6.196,6.724,7.036,7.252,7.412,7.676,7.868,8.036,8.166,8.404,8.692,8.86,9.076,9.468,9.749,10.004]",0,10,10,10,1,42314,,10,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""2"",""3"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""2"",""3"",""4""]","[0.586,0.913,1.153,1.417,1.753,2.753,3.081,3.289,3.409,3.609,3.937,4.185,4.508,4.825,5.049,5.369,5.585,6.281,6.497,6.737,7.017,7.209,7.562,7.785,8.001,8.298,8.449,8.754,9.441,9.866]",0,11,11,11,1,41324,,0,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3""]","[0.116,0.811,1.251,2.083,2.435,2.739,2.979,3.379,3.579,4.211,4.5,4.667,4.811,5.003,5.323,5.55,5.779,5.995,6.195,6.467,6.627,7.091,7.38,7.628,7.739,8.044,8.3,8.459,8.684,8.892,9.276,9.524,9.74,9.924]",0,12,12,12,1,42314,,10,1,2020-12-29_12h57.05.459,Sequence Training,2020.1.3,Win32,60
