Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate,Keys_QuestionareQ1.keys,Keys_QuestionareQ1.rt,Keys_QuestionareQ2.keys,Keys_QuestionareQ2.rt,Keys_QuestionareQ3.keys,Keys_QuestionareQ3.rt
"[""1"",""4"",""2"",""3"",""1"",""3"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""4"",""1"",""4""]","[0.134,1.693,2.119,2.352,2.828,3.171,4.037,4.396,4.868,5.138,5.439,5.739,6.156,6.423,6.706,7.396,7.78,8.204,8.468,8.716,8.996,9.576,9.78]",0.0,10.0,10.0,10.0,1.0,42314.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[0.718,1.095,1.618,1.952,2.252,2.687,3.003,3.425,3.711,4.007,4.863,5.206,5.575,5.911,6.256,6.727,6.967,7.639,7.943,8.231,8.875,9.076,9.471,9.735]",0.0,11.0,11.0,11.0,1.0,41324.0,,0.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2""]","[0.734,1.068,1.388,1.773,2.22,2.87,3.237,4.121,4.652,5.038,5.724,5.988,6.395,6.891,7.267,7.974,8.236,8.508,8.835,9.083,9.611,9.843]",0.0,12.0,12.0,12.0,1.0,42314.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.751,1.302,1.802,2.094,2.335,2.787,2.982,3.336,3.67,3.91,4.278,4.538,5.105,5.478,5.71,6.102,6.39,6.726,7.024,7.214,7.574,7.976,8.258,8.575,8.808,9.159,9.694]",0.0,13.0,13.0,13.0,1.0,41324.0,,0.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""3"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""4"",""1"",""4"",""4"",""2"",""3"",""1"",""4""]","[0.1,1.547,1.902,2.091,2.411,3.083,3.47,3.738,3.97,4.354,4.65,5.17,5.372,5.578,6.01,6.226,6.773,6.97,7.203,7.378,8.026,8.308,8.742,8.975,9.17,9.491,9.674]",0.0,14.0,14.0,14.0,1.0,42314.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""3"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.687,0.951,1.218,1.518,1.735,2.11,2.326,3.11,3.386,3.558,3.918,4.142,4.486,4.738,4.942,5.422,5.598,5.814,6.086,6.206,6.306,6.99,7.158,7.64,7.942,8.19,8.695,8.918,9.326,9.574,9.75]",0.0,15.0,15.0,15.0,1.0,41324.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.706,0.969,1.251,1.553,1.769,2.137,2.369,2.872,3.24,3.424,3.873,4.121,4.408,4.72,5.024,5.616,6.08,6.48,6.74,6.957,7.368,7.657,7.936,8.224,8.416,8.876,9.098,9.342,9.676,9.926]",0.0,16.0,16.0,16.0,1.0,41324.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[1.085,1.356,1.702,2.012,2.22,2.66,3.02,3.396,3.737,4.004,4.437,4.692,4.971,5.272,5.508,5.905,6.14,6.42,6.79,6.988,7.532,7.758,7.996,8.292,8.5,9.052,9.293,9.532,9.776,10.026]",0.0,17.0,17.0,17.0,1.0,41324.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.618,0.911,1.251,1.568,1.799,2.185,2.423,2.686,2.967,3.191,3.543,3.903,4.137,4.447,4.863,5.575,5.872,6.156,6.447,6.673,7.127,7.375,7.64,7.991,8.207,8.691,8.871,9.111,9.409,9.647]",0.0,18.0,18.0,18.0,1.0,41324.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.612,0.874,1.138,1.394,1.642,2.019,2.235,2.49,2.787,3.002,3.482,3.714,3.954,4.438,4.698,5.172,5.388,5.626,5.989,6.223,6.73,6.923,7.154,7.49,7.73,8.241,8.425,8.682,9.05,9.276,9.776,9.978]",0.0,19.0,19.0,19.0,1.0,41324.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[0.639,0.984,2.052,2.32,2.525,3.237,3.701,4.104,4.471,4.734,5.173,5.438,5.839,6.149,6.372,7.006,8.029,8.325,8.592,8.797,9.259,9.493,9.826]",0.0,20.0,20.0,20.0,1.0,41324.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[0.569,0.868,1.118,1.408,1.616,2.016,2.235,2.519,2.776,2.969,3.454,3.67,3.921,4.221,4.408,4.92,5.232,5.52,5.818,6.032,6.557,6.76,7.024,7.344,7.576,8.225,8.525,8.775,9.106,9.376,9.961]",0.0,21.0,21.0,21.0,1.0,41324.0,,0.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
,,,,,,,,,,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,d,4.656095,y,6.25134,l,5.74074
