Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate,Keys_QuestionareQ1.keys,Keys_QuestionareQ1.rt,Keys_QuestionareQ2.keys,Keys_QuestionareQ2.rt,Keys_QuestionareQ3.keys,Keys_QuestionareQ3.rt
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[1.392,1.782,2.143,2.527,2.927,3.822,4.095,4.51,4.912,5.179,5.663,5.918,6.286,6.622,6.881,7.365,8.086,8.494,8.766,8.974,9.926]",0.0,0.0,0.0,0.0,1.0,41324.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.784,1.257,1.817,2.073,2.385,2.785,3.053,3.337,3.625,3.888,4.195,4.437,4.729,4.988,5.209,5.553,5.849,6.169,6.441,6.681,7.307,7.561,7.874,8.174,8.391,8.785,9.057,9.409,9.713,10.017]",0.0,1.0,1.0,1.0,1.0,41324.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.678,1.012,1.388,1.702,1.94,2.356,2.597,2.953,3.212,3.484,3.892,4.171,4.488,4.748,5.005,5.389,5.596,5.889,6.126,6.34,6.718,6.916,7.324,7.597,7.812,8.291,8.564,8.844,9.1,9.359,9.748,9.98]",0.0,2.0,2.0,2.0,1.0,41324.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[0.593,0.904,1.239,1.536,1.785,2.295,2.687,3.07,3.37,3.607,3.954,4.239,4.575,4.807,5.032,5.383,5.616,5.935,6.183,6.383,6.687,6.967,7.287,7.557,7.724,8.047,8.295,8.599,8.839,9.015,9.367,9.576,9.921]",0.0,3.0,3.0,3.0,1.0,41324.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""4"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[0.668,0.984,1.306,1.57,1.835,2.186,2.642,2.978,3.253,3.547,3.898,4.202,4.546,4.778,4.988,5.306,5.642,5.938,6.914,7.157,7.34,7.738,8.007,8.308,8.508,8.722,9.122,9.386,9.738]",0.0,4.0,4.0,4.0,1.0,41324.0,,30.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[0.676,1.002,1.335,1.65,1.922,2.302,2.562,2.994,3.291,3.587,3.994,4.242,4.804,5.022,5.355,5.672,5.939,6.314,6.539,6.826,7.178,7.466,7.807,8.058,8.298,8.658,9.175,9.498,9.77]",0.0,5.0,5.0,5.0,1.0,41324.0,,0.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3""]","[0.034,2.16,3.591,4.239,4.663,4.999,5.431,5.751,6.089,6.391,7.055,7.391,7.736,8.175,8.448,8.895,9.226,9.511]",0.0,6.0,6.0,6.0,1.0,42314.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.785,1.084,1.385,1.658,1.906,2.674,2.898,3.202,3.49,3.705,4.193,4.489,4.849,5.092,5.338,5.789,5.977,6.272,6.515,6.761,7.207,7.442,7.834,8.065,8.274,8.713,8.937,9.369,9.659,9.881]",0.0,7.0,7.0,7.0,1.0,41324.0,,0.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""4"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2""]","[0.718,1.039,1.39,1.782,2.174,2.654,2.986,3.51,3.854,4.55,5.005,5.702,6.11,6.446,6.734,6.99,7.542,7.824,8.094,8.446,8.71,9.478,9.776]",0.0,8.0,8.0,8.0,1.0,42314.0,,10.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[0.7,0.995,1.624,1.901,2.224,2.635,2.864,3.237,3.472,3.76,4.128,4.376,4.736,4.971,5.206,5.554,5.771,6.056,6.322,6.664,7.023,7.257,7.56,7.84,8.224,8.584,8.824,9.144,9.401,9.64,9.992]",0.0,9.0,9.0,9.0,1.0,41324.0,,0.0,1,2021-01-12_16h47.55.309,Sequence Training,2020.1.3,Win32,60,,,,,,
