Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate,Keys_QuestionareQ1.keys,Keys_QuestionareQ1.rt,Keys_QuestionareQ2.keys,Keys_QuestionareQ2.rt,Keys_QuestionareQ3.keys,Keys_QuestionareQ3.rt
"[""2"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""4"",""1"",""4"",""1"",""2"",""3"",""4"",""1"",""4"",""2"",""3"",""1"",""4""]","[0.184,0.82,1.059,1.217,1.578,1.785,2.1,2.383,2.543,2.867,3.124,3.651,3.868,4.027,4.373,4.682,5.036,5.317,5.49,5.874,6.165,6.792,7.083,7.755,7.954,8.16,8.388,8.939,9.215,9.371,9.66,9.86]",0.0,10.0,10.0,10.0,1.0,42314.0,,10.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""2"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[0.893,1.125,2.308,2.54,2.856,3.057,3.192,3.578,3.823,4.145,4.329,4.508,4.763,5.005,5.39,5.558,5.757,6.058,6.341,6.709,6.943,7.144,7.559,7.777,8.163,8.346,8.544,8.876,9.107,9.475,9.663,9.873]",0.0,11.0,11.0,11.0,1.0,41324.0,,0.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""2"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""3"",""4"",""2"",""3"",""1"",""4"",""4"",""1"",""2"",""3""]","[0.074,0.707,1.269,1.436,1.926,2.368,2.768,2.959,3.117,3.402,3.667,4.037,4.308,4.47,4.869,5.099,5.451,5.716,5.891,6.234,6.616,7.252,7.55,7.702,8.068,8.323,8.751,8.968,9.328,9.566]",0.0,12.0,12.0,12.0,1.0,42314.0,,10.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""3"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[0.773,1.138,1.352,1.621,1.87,2.175,2.367,2.687,2.997,3.216,3.916,4.377,4.621,4.984,5.265,5.661,5.862,6.032,6.331,6.648,7.019,7.231,7.465,8.056,8.297,8.687,8.88,9.046,9.334,9.564,9.927]",0.0,13.0,13.0,13.0,1.0,41324.0,,0.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""1"",""3"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3""]","[0.05,0.359,0.859,1.516,1.666,1.927,2.13,2.536,2.769,2.923,3.188,3.392,3.783,4.05,4.201,4.447,4.819,5.238,5.637,5.79,6.068,6.32,6.689,6.895,7.044,7.372,7.604,7.985,8.323,8.521,8.819,9.051,9.504,9.757,9.906]",0.0,14.0,14.0,14.0,1.0,42314.0,,10.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[0.589,0.79,0.971,1.191,1.456,1.823,2.032,2.187,2.488,2.725,3.072,3.282,3.492,3.909,4.129,4.446,4.651,4.845,5.124,5.379,5.905,6.157,6.708,6.941,7.276,7.609,7.832,8.171,8.514,8.814,9.692]",0.0,15.0,15.0,15.0,1.0,41324.0,,10.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[1.021,1.136,1.457,1.648,1.984,2.225,2.443,2.9,3.257,3.434,3.632,3.882,4.138,4.464,4.836,5.09,5.489,5.69,6.115,6.298,6.48,6.713,6.913,7.514,7.731,8.197,8.501,8.751,9.132,9.33,9.497,9.848]",0.0,16.0,16.0,16.0,1.0,41324.0,,10.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.519,0.73,0.953,1.225,1.452,1.795,2.003,2.229,2.446,2.678,3.028,3.252,3.453,3.701,3.91,4.287,4.494,4.718,5.044,5.256,5.598,5.829,6.006,6.261,6.497,6.893,7.085,7.317,7.66,7.911,8.276,8.512,8.716,8.957,9.179,9.779,9.981]",0.0,17.0,17.0,17.0,1.0,41324.0,,10.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[0.457,0.655,0.919,1.152,1.36,1.67,1.868,2.051,2.301,2.503,2.853,3.049,3.268,3.507,3.759,4.082,4.313,4.501,4.75,4.964,5.277,5.542,5.733,5.98,6.165,6.5,6.732,6.917,7.175,7.364,7.733,7.938,8.172,8.448,8.632,8.989,9.216,9.504]",0.0,18.0,18.0,18.0,1.0,41324.0,,10.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.482,0.675,0.927,1.229,1.48,1.818,2.029,2.263,2.548,2.764,3.116,3.312,3.645,3.98,4.186,4.531,4.729,4.966,5.312,5.548,5.948,6.197,6.396,6.62,6.865,7.212,7.415,7.629,7.92,8.147,8.473,8.681,8.885,9.187,9.395,9.782,9.995]",0.0,19.0,19.0,19.0,1.0,41324.0,,10.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.486,0.714,0.929,1.161,1.372,1.701,1.929,2.134,2.379,2.593,2.931,3.114,3.31,3.544,3.759,4.078,4.285,4.495,4.717,4.912,5.243,5.469,5.694,6.285,6.512,6.995,7.21,7.393,7.729,7.948,8.248,8.489,8.811,9.043,9.226,9.729,9.961]",0.0,20.0,20.0,20.0,1.0,41324.0,,10.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[1.072,1.245,1.436,1.681,2.195,2.552,2.767,2.965,3.252,3.449,3.897,4.115,4.297,4.579,4.803,5.264,5.478,5.878,6.14,6.363,6.748,6.952,7.191,7.586,7.812,8.619,8.845,9.045,9.346,9.598]",0.0,21.0,21.0,21.0,1.0,41324.0,,0.0,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,,,,,,
,,,,,,,,,,1,2021-01-12_18h15.58.449,Sequence Training,2020.1.3,Win32,60,d,3.53715,y,1.485145,r,2.031265
