Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[2.544,3.577,4.214,4.605,5.244,7.144,7.995,8.91,9.424]",0,0,0,0,1,41324,,10,1,2020-10-12_08h47.38.529,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[1.979,2.292,2.631,3.034,3.75,5.141,5.602,6.011,6.359,6.814,7.563,8.061,8.734,8.91,9.511]",0,1,1,1,1,41324,,10,1,2020-10-12_08h47.38.529,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[1.629,1.945,2.356,2.665,3.272,3.915,4.311,4.72,4.974,5.449,5.785,6.136,6.594,6.943,7.505,8.506,8.876,9.725]",0,2,2,2,1,41324,,10,1,2020-10-12_08h47.38.529,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[1.526,1.903,2.17,2.463,2.951,3.981,4.533,5.064,5.472,6.236,7.02,7.773,8.214,8.567,9.046,9.919]",0,3,3,3,1,41324,,10,1,2020-10-12_08h47.38.529,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[1.247,1.501,1.824,2.099,2.435,3.166,3.485,3.786,4.101,4.546,5.066,5.441,5.775,6.034,6.465,7.016,7.356,7.681,7.981,8.358,8.844,9.227,9.756]",0,4,4,4,1,41324,,30,1,2020-10-12_08h47.38.529,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4""]","[1.358,2.293,2.69,3.138,3.577,4.284,4.918,5.233,5.561,5.943,7.484,8.104,8.684,9.068,9.472]",0,5,5,5,1,42314,,10,1,2020-10-12_08h47.38.529,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1""]","[1.095,1.506,2.382,2.749,3.811,4.326,4.996,5.387,5.836,6.232,6.716,7.182,7.547,7.878,8.342,8.821,9.31,9.627,9.9]",0,6,6,6,1,42314,,10,1,2020-10-12_08h47.38.529,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4""]","[0.976,1.373,1.797,2.192,2.501,2.99,3.477,3.887,4.259,4.537,5.058,5.443,5.817,6.13,6.507,7.098,7.544,7.897,8.276,8.652,9.526]",0,7,7,7,1,42314,,10,1,2020-10-12_08h47.38.529,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1""]","[1.442,2.004,2.404,2.927,3.464,4.42,5.104,5.634,6.262,6.945,7.982,8.696,9.211,9.857]",0,8,8,8,1,42314,,10,1,2020-10-12_08h47.38.529,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1""]","[1.07,1.716,2.642,3.901,4.631,5.232,5.563,5.898,6.182,6.531,7.626,8.421,9.201,9.839]",0,9,9,9,1,42314,,10,1,2020-10-12_08h47.38.529,Sequence Training,2020.1.3,Win32,60
