Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[1.14,1.526,2.207,2.758,3.126,4.216,4.822,5.383,6.041,6.379,7.145,7.593,8.198,8.695,8.978,9.651]",0,0,0,0,1,41324,,10,1,2020-12-31_13h29.22.569,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[0.867,1.231,1.785,2.267,2.547,3.004,3.372,3.963,4.419,4.763,5.259,5.782,6.414,6.848,7.147,7.648,8.019,8.524,9.01,9.363,9.864]",0,1,1,1,1,41324,,10,1,2020-12-31_13h29.22.569,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.66,1.003,1.42,1.791,2.011,2.403,2.692,3.195,3.758,4.025,4.543,4.826,5.313,5.679,5.843,6.33,6.643,7.067,7.368,7.565,8.024,8.308,8.723,9.051,9.227,9.723,10.02]",0,2,2,2,1,41324,,10,1,2020-12-31_13h29.22.569,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""4"",""2"",""4"",""1""]","[0.619,0.925,1.248,1.615,1.813,2.109,2.35,2.734,3.168,3.447,3.764,4.063,4.423,4.805,5.038,5.414,5.672,6.094,6.501,6.763,7.109,7.369,7.815,8.114,8.75,9.384,9.68]",0,3,3,3,1,41324,,10,1,2020-12-31_13h29.22.569,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.654,1.014,1.406,1.873,2.102,2.5,3.574,3.968,4.342,4.591,4.95,5.19,5.59,5.926,6.179,6.545,6.806,7.274,7.68,7.918,8.325,8.558,8.95,9.358,9.622]",0,4,4,4,1,41324,,30,1,2020-12-31_13h29.22.569,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""2"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4""]","[0.719,1.111,2.07,2.511,2.909,3.296,3.675,4.296,4.711,5.293,5.967,6.391,6.768,7.103,7.425,7.903,8.511,8.94,9.319,9.617]",0,5,5,5,1,42314,,10,1,2020-12-31_13h29.22.569,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4""]","[0.609,1.413,1.81,2.238,2.637,3.005,3.434,3.837,4.375,4.734,5.11,5.445,5.871,6.208,6.604,6.893,7.229,7.591,7.883,8.174,8.565,8.917,9.277,9.542,9.813]",0,6,6,6,1,42314,,10,1,2020-12-31_13h29.22.569,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2""]","[0.612,0.975,1.397,1.684,2.003,2.334,2.676,3.044,3.333,3.66,3.971,4.308,4.725,5.044,5.428,5.788,6.134,6.559,6.829,7.181,7.556,7.989,8.459,8.775,9.113,9.452,9.828]",0,7,7,7,1,42314,,10,1,2020-12-31_13h29.22.569,Sequence Training,2020.1.3,Win32,60
"[""4"",""3"",""2"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2""]","[0.935,1.274,1.98,2.482,2.818,3.186,3.48,3.778,4.044,4.386,4.758,5.118,5.541,5.83,6.105,6.458,6.826,7.214,7.517,7.786,8.131,8.479,8.818,9.09,9.38,9.722,10.011]",0,8,8,8,1,42314,,10,1,2020-12-31_13h29.22.569,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4""]","[0.725,1.168,1.655,1.963,2.272,2.692,3.056,3.409,3.711,4.04,4.4,4.704,5.143,5.496,5.96,6.409,6.713,7.043,7.36,7.714,8.068,8.397,8.775,9.065,9.417,9.976]",0,9,9,9,1,42314,,10,1,2020-12-31_13h29.22.569,Sequence Training,2020.1.3,Win32,60
