Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate,Keys_QuestionareQ1.keys,Keys_QuestionareQ1.rt,Keys_QuestionareQ2.keys,Keys_QuestionareQ2.rt,Keys_QuestionareQ3.keys,Keys_QuestionareQ3.rt
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""3"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[1.154,1.352,1.641,1.93,2.153,2.929,3.163,3.483,3.657,3.85,4.338,4.433,4.619,4.785,4.944,5.001,5.817,5.971,6.194,6.321,6.507,6.937,7.09,7.538,7.802,7.961,8.913,9.361,9.689,9.904]",0.0,0.0,0.0,0.0,1.0,41324.0,,10.0,1,2021-01-11_15h13.00.244,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[0.809,0.897,1.242,1.34,1.509,1.939,2.074,2.388,2.512,2.648,3.081,3.218,3.449,3.577,3.713,4.26,4.572,4.738,4.865,5.045,5.528,5.616,5.938,6.026,6.204,6.586,6.666,6.96,7.048,7.184,7.561,7.68,7.955,8.066,8.201,8.56,8.661,9.001,9.096,9.245,9.617,9.72,9.993]",0.0,1.0,1.0,1.0,1.0,41324.0,,10.0,1,2021-01-11_15h13.00.244,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.521,0.641,0.882,0.981,1.13,1.451,1.568,1.87,2,2.136,2.44,2.552,2.824,2.936,3.101,3.355,3.469,3.76,3.867,3.985,4.286,4.433,4.7,4.792,4.884,5.16,5.318,5.52,5.7,6.132,6.335,6.544,6.649,6.76,7.088,7.225,7.545,7.668,7.8,8.184,8.435,8.751,8.851,8.977,9.251,9.452,9.712,9.84,9.967]",0.0,2.0,2.0,2.0,1.0,41324.0,,10.0,1,2021-01-11_15h13.00.244,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""1"",""4"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.652,0.788,1.068,1.148,1.285,1.556,1.645,1.909,2.029,2.133,2.482,2.651,3.032,3.132,3.248,3.516,3.618,3.898,3.999,4.115,4.549,4.667,4.91,5.046,5.149,5.469,5.652,5.916,6.052,6.172,6.465,6.523,7.141,7.237,7.351,7.614,7.707,7.967,8.091,8.205,8.453,8.615,8.846,8.973,9.109,9.4,9.528,9.766,9.876,9.988]",0.0,3.0,3.0,3.0,1.0,41324.0,,10.0,1,2021-01-11_15h13.00.244,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""1"",""2"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.537,0.633,0.834,0.959,1.086,1.318,1.423,1.686,1.775,1.896,2.169,2.287,2.543,2.638,2.758,3.007,3.103,3.399,3.591,3.774,4.095,4.207,4.454,4.574,4.686,4.953,5.088,5.389,5.502,5.622,5.87,5.99,6.263,6.402,6.52,6.769,6.87,7.246,7.388,7.486,7.806,8.454,8.558,8.699,8.8,9.17,9.288,9.56,9.646,9.769]",0.0,4.0,4.0,4.0,1.0,41324.0,,30.0,1,2021-01-11_15h13.00.244,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""4""]","[1.616,1.854,2.065,2.28,2.471,3.054,3.353,3.618,3.855,4.084,5.287,5.452,5.618,5.959,6.09,6.735,7.023,7.185,7.601,7.703,8.287,8.505,8.652,8.903,9.019,9.486,9.785]",0.0,5.0,5.0,5.0,1.0,42314.0,,10.0,1,2021-01-11_15h13.00.244,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1""]","[0.616,0.784,1.08,1.262,1.432,1.784,2.001,2.232,2.417,2.577,2.931,3.095,3.265,3.455,3.595,3.995,4.314,4.625,4.761,4.872,5.368,5.578,5.858,5.936,6.065,6.503,6.768,7.133,7.233,7.428,7.969,8.348,8.624,8.737,8.855,9.33,9.632,9.905,10.011]",0.0,6.0,6.0,6.0,1.0,42314.0,,10.0,1,2021-01-11_15h13.00.244,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1""]","[0.641,0.825,0.995,1.116,1.236,1.7,1.827,2.03,2.181,2.296,2.877,3.021,3.247,3.383,3.494,4.025,4.196,4.443,4.59,4.716,5.236,5.412,5.678,5.79,5.916,6.429,6.59,6.821,6.963,7.095,7.516,7.712,7.915,8.031,8.118,8.549,8.729,8.854,9.014,9.134,9.495,9.695,9.845,9.968]",0.0,7.0,7.0,7.0,1.0,42314.0,,10.0,1,2021-01-11_15h13.00.244,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4""]","[0.664,0.818,0.969,1.08,1.207,1.616,1.769,1.93,2.079,2.211,2.713,2.843,3.033,3.172,3.313,3.755,3.926,4.082,4.243,4.392,4.761,4.977,5.114,5.355,5.573,5.944,6.076,6.192,6.448,6.642,7.111,7.259,7.416,7.568,7.721,8.176,8.344,8.505,8.661,8.801,9.2,9.368,9.512,9.658,9.783]",0.0,8.0,8.0,8.0,1.0,42314.0,,10.0,1,2021-01-11_15h13.00.244,Sequence Training,2020.1.3,Win32,60,,,,,,
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""4"",""1"",""4"",""4"",""1"",""2"",""2"",""3"",""4"",""4""]","[0.541,0.719,0.812,0.952,1.054,1.402,1.518,1.635,1.754,1.871,2.22,2.384,2.486,2.644,2.786,3.234,3.336,3.489,3.621,3.752,4.153,4.306,4.453,4.62,4.738,5.187,5.355,5.487,5.597,5.737,6.087,6.202,6.337,6.486,6.603,6.971,7.154,7.26,7.427,7.555,8.027,8.403,8.524,8.922,9.337,9.505,9.606,9.906]",0.0,9.0,9.0,9.0,1.0,42314.0,,10.0,1,2021-01-11_15h13.00.244,Sequence Training,2020.1.3,Win32,60,,,,,,
