Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[0.944,1.337,1.809,2.115,2.401,2.962,3.395,3.977,4.265,4.521,4.905,5.193,5.859,6.129,7.121,8.017,9.361,9.977]",0,0,0,0,1,41324,,10,1,2021-01-12_12h34.14.290,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[0.739,1.139,1.554,1.826,2.1,2.515,2.891,3.419,3.658,3.931,4.299,4.605,5.172,5.443,5.714,6.148,6.668,7.379,7.666,7.876,8.243,8.612,9.154]",0,1,1,1,1,41324,,10,1,2021-01-12_12h34.14.290,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.634,1.007,1.384,1.624,1.832,2.262,2.568,2.936,3.194,3.448,3.887,4.672,5.088,5.328,5.518,5.898,6.168,6.616,6.84,7.031,7.336,7.67,7.978,8.154,8.328,8.73,9.016,9.638,9.847,10.015]",0,2,2,2,1,41324,,10,1,2021-01-12_12h34.14.290,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.848,1.102,1.439,1.662,1.855,2.162,2.483,2.798,3.029,3.199,3.487,3.774,4.112,4.37,4.562,4.903,5.223,5.574,5.798,5.991,6.263,6.551,7.162,7.399,7.558,7.894,8.319,8.841,9.031,9.207,9.59,9.896]",0,3,3,3,1,41324,,10,1,2021-01-12_12h34.14.290,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""1""]","[0.537,1.106,1.374,1.631,1.806,2.11,2.49,2.807,3.063,3.207,3.526,3.798,4.167,4.407,4.567,4.89,5.207,5.574,5.827,5.967,6.391,6.647,6.968,7.191,7.335,7.654,7.943,8.263,8.506,8.695,9.51]",0,4,4,4,1,41324,,30,1,2021-01-12_12h34.14.290,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3""]","[1.091,1.465,1.736,2.008,2.236,2.553,2.945,3.202,3.457,3.728,4.193,5.419,5.833,6.056,6.377,6.719,7.537,8.145,8.417,8.659,9.042,9.618,9.92]",0,5,5,5,1,42314,,10,1,2021-01-12_12h34.14.290,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2""]","[0.622,1.061,1.316,1.541,1.747,2.116,2.516,2.924,3.149,3.387,3.675,4.453,4.717,4.943,5.165,5.454,5.884,6.421,6.645,6.853,7.357,7.971,8.182,8.389,8.582,9.069,9.614]",0,6,6,6,1,42314,,10,1,2021-01-12_12h34.14.290,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4""]","[0.628,1.05,1.354,1.609,1.865,2.554,2.954,3.26,3.483,3.706,4.057,4.442,4.715,4.938,5.164,5.581,6.008,6.269,6.57,7.034,7.522,8,8.906,9.148,9.37,9.657]",0,7,7,7,1,42314,,10,1,2021-01-12_12h34.14.290,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4""]","[0.619,0.873,1.132,1.384,1.609,2.161,2.534,2.769,3.024,3.249,3.585,3.992,4.217,4.473,4.715,5.032,5.434,5.752,6.009,6.266,6.561,6.993,7.201,7.473,7.683,8.233,8.777,9.505,9.744,9.952]",0,8,8,8,1,42314,,10,1,2021-01-12_12h34.14.290,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3""]","[0.569,0.855,1.112,1.351,1.585,1.95,2.288,2.528,2.8,3.039,3.45,3.847,4.103,4.343,4.583,5,5.471,5.726,5.998,6.456,7,7.816,8.265,8.6,8.823,9.223,9.632,9.87]",0,9,9,9,1,42314,,10,1,2021-01-12_12h34.14.290,Sequence Training,2020.1.3,Win32,60
