Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate
"[""4"",""1"",""3"",""2"",""4"",""1"",""4""]","[1.573,1.986,3.261,3.827,4.719,6.166,9.804]",0,0,0,0,1,41324,,10,1,2020-10-06_11h26.31.352,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[0.815,1.239,2.46,2.91,3.462,4.447,4.863,5.547,6.192,6.634,7.578,8.307,9.117,9.659]",0,1,1,1,1,41324,,10,1,2020-10-06_11h26.31.352,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.941,1.379,2.787,3.17,3.677,4.763,5.316,6.019,6.423,6.826,7.63,8.141,8.915,9.3,9.694]",0,2,2,2,1,41324,,10,1,2020-10-06_11h26.31.352,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.743,1.136,2.343,2.677,3.001,3.659,3.984,4.442,4.715,5.042,5.76,6.098,6.63,6.897,7.216,8.049,8.371,8.926,9.448,9.823]",0,3,3,3,1,41324,,10,1,2020-10-06_11h26.31.352,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[0.734,1.112,1.847,2.081,2.334,3.006,3.451,3.942,4.219,4.538,5.355,5.689,6.658,7.298,7.713,8.512,8.928,9.584,9.915]",0,4,4,4,1,41324,,30,1,2020-10-06_11h26.31.352,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4""]","[1.574,2.2,3.053,3.442,4.053,4.654,5.122,5.522,5.881,6.347,7.403,8.146,8.733,9.069,9.515]",0,5,5,5,1,42314,,10,1,2020-10-06_11h26.31.352,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4""]","[0.979,1.652,1.94,2.259,2.858,3.477,3.968,4.428,4.762,5.313,5.981,6.785,7.651,7.952,8.871,9.504]",0,6,6,6,1,42314,,10,1,2020-10-06_11h26.31.352,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2""]","[1.402,1.85,2.334,2.716,3.267,3.7,4.311,4.782,5.242,5.809,6.479,7.544,7.909,8.228,8.686,9.404,9.916]",0,7,7,7,1,42314,,10,1,2020-10-06_11h26.31.352,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3""]","[1.078,1.515,2.179,2.529,3.199,3.901,4.441,4.936,5.278,5.854,6.539,7.046,7.493,7.795,8.265,8.988,9.562,9.912]",0,8,8,8,1,42314,,10,1,2020-10-06_11h26.31.352,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4""]","[0.605,0.953,1.621,1.925,2.56,3.04,3.407,3.744,4.06,4.544,5.216,5.652,6.006,6.28,6.664,7.705,8.158,8.543,8.807,9.204,9.902]",0,9,9,9,1,42314,,10,1,2020-10-06_11h26.31.352,Sequence Training,2020.1.3,Win32,60
