Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[1.418,1.669,2.547,2.995,3.459,4.028,4.295,4.579,4.78,5.048,5.499,5.901,6.218,6.42,6.637,6.854,7.138,7.389,7.573,7.807,8.042,8.276,8.543,8.73,8.978,9.162,9.43,9.682,9.898]",0,0,0,0,1,41324,,10,1,2020-12-31_11h40.20.756,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[1.755,2.033,2.655,2.92,3.439,3.757,4.059,4.309,4.509,4.727,4.961,5.195,5.43,5.63,5.847,6.081,6.301,6.55,6.734,6.968,7.168,7.386,7.62,7.804,8.021,8.239,8.49,8.707,8.891,9.125,9.293,9.527,9.761,9.963]",0,1,1,1,1,41324,,10,1,2020-12-31_11h40.20.756,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[1.353,1.638,2.623,2.891,3.177,3.51,3.83,4.11,4.31,4.561,4.745,4.997,5.23,5.431,5.648,5.832,6.1,6.351,6.551,6.802,7.036,7.304,7.572,7.772,7.99,8.207,8.441,8.709,8.91,9.144,9.395,9.901]",0,2,2,2,1,41324,,10,1,2020-12-31_11h40.20.756,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3""]","[1.771,2.072,2.34,2.545,2.825,3.394,4.049,4.615,4.801,5.033,5.4,5.718,6.002,6.186,6.421,6.705,7.09,7.458,7.658,7.859,8.177,8.481,8.762,8.946,9.153,9.465,9.732,10.001]",0,3,3,3,1,41324,,10,1,2020-12-31_11h40.20.756,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[5.702,6.003,6.27,6.459,6.722,6.941,7.179,7.407,7.579,7.809,8.018,8.244,8.461,8.656,8.862,9.067,9.297,9.516,9.699,9.916]",0,4,4,4,1,41324,,30,1,2020-12-31_11h40.20.756,Sequence Training,2020.1.3,Win32,60
[],,0,5,5,5,1,42314,,10,1,2020-12-31_11h40.20.756,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4""]","[8.787,9.035,9.218,9.441,9.669,9.904]",0,6,6,6,1,42314,,10,1,2020-12-31_11h40.20.756,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1""]","[3.611,3.847,4.151,4.887,5.45,5.703,6.055,6.304,6.504,6.743,6.955,7.207,7.463,7.691,7.94,8.157,8.428,8.615,8.829,9.077,9.244,9.515,9.735,9.983]",0,7,7,7,1,42314,,10,1,2020-12-31_11h40.20.756,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""3"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1""]","[2.343,2.592,2.843,3.061,3.298,3.514,3.746,3.947,4.148,4.382,4.651,8.134,8.415,8.649,8.854,9.101,9.318,9.558,9.77,9.974]",0,8,8,8,1,42314,,10,1,2020-12-31_11h40.20.756,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1""]","[2.337,2.572,2.771,2.989,3.241,3.507,3.725,3.929,4.143,4.378,4.581,4.862,5.28,5.514,5.737,5.966,6.301,6.521,6.719,6.97,7.187,7.404,7.577,7.789,8.025,8.241,8.425,8.609,8.809,9.081,9.294,9.497,9.679,9.881]",0,9,9,9,1,42314,,10,1,2020-12-31_11h40.20.756,Sequence Training,2020.1.3,Win32,60
