Key_Response.keys,Key_Response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sequences,Repeat,BreakTime,session,date,expName,psychopyVersion,OS,frameRate
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[1.17,1.845,2.201,2.685,2.977,3.679,4.201,4.54,4.786,5.081,6.146,6.565,6.93,7.214,7.584,8.48,8.647,8.8,8.981,9.047,9.982]",0,0,0,0,1,41324,,10,1,2021-01-11_17h31.01.309,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4""]","[1.399,2.517,2.947,3.364,3.749,4.115,4.501,4.813,5.031,5.297,5.681,6.064,6.316,6.531,6.964,7.315,7.874,7.947,8.163,8.417,8.615,8.881,9.18,9.347,9.633,9.831]",0,1,1,1,1,41324,,10,1,2021-01-11_17h31.01.309,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4""]","[0.939,1.391,1.627,1.893,2.264,2.913,3.539,3.854,4.325,4.605,4.939,5.389,5.939,6.273,6.503,6.826,7.255,7.705,7.938,8.155,8.387,8.855,9.221,9.722,9.923]",0,2,2,2,1,41324,,10,1,2021-01-11_17h31.01.309,Sequence Training,2020.1.3,Win32,60
"[""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2""]","[0.554,1.166,1.668,2.188,2.396,2.669,3.071,3.729,4.096,4.362,4.633,5.111,5.348,5.596,5.895,6.073,6.471,6.717,6.975,7.207,7.444,7.769,8.194,8.448,8.671,8.994,9.392,9.725,9.939]",0,3,3,3,1,41324,,10,1,2021-01-11_17h31.01.309,Sequence Training,2020.1.3,Win32,60
"[""4"",""4"",""3"",""1"",""2"",""3"",""4"",""4"",""1"",""3"",""2"",""4"",""1"",""3"",""2"",""4"",""4"",""1"",""3"",""2"",""4"",""4"",""1""]","[0.532,0.787,1.315,1.347,1.779,1.815,2.078,2.848,3.978,4.429,4.749,5.215,6.667,7.047,7.381,7.633,8.032,8.45,8.859,9.109,9.33,9.586,9.933]",0,4,4,4,1,41324,,30,1,2021-01-11_17h31.01.309,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""2"",""4"",""2"",""3"",""1"",""4"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4""]","[0.69,1.089,1.306,1.576,1.808,2.491,3.156,3.339,3.572,3.838,5.146,5.384,5.755,5.955,6.255,6.455,6.807,7.121,7.305,7.572,7.739,7.954,8.232,8.526,8.861,9.07,9.286,9.55,9.747]",0,5,5,5,1,42314,,10,1,2021-01-11_17h31.01.309,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3""]","[0.502,0.963,1.213,1.546,1.852,2.091,2.391,2.547,2.8,3.097,3.376,3.546,3.746,3.982,4.314,4.546,4.796,5.028,5.251,5.474,5.737,6.043,6.219,6.447,6.766,7.16,7.461,7.633,7.864,8.145,8.386,8.642,8.83,9.066,9.353,9.584,9.813,10.007]",0,6,6,6,1,42314,,10,1,2021-01-11_17h31.01.309,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3""]","[1.046,1.428,1.647,1.945,2.232,2.778,3.012,3.212,3.431,3.678,3.911,4.128,4.299,4.528,4.778,4.979,5.214,5.384,5.649,5.937,6.134,6.38,6.555,6.764,6.997,7.215,7.448,7.613,7.827,8.095,8.3,8.541,8.698,8.864,9.1,9.359,9.715,9.893]",0,7,7,7,1,42314,,10,1,2021-01-11_17h31.01.309,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""1"",""4"",""4"",""2"",""3""]","[0.659,2.165,2.415,2.591,2.827,3.061,3.341,3.525,3.749,4.224,4.431,4.746,4.837,5.093,5.308,5.544,5.724,5.925,6.191,7.027,7.311,7.508,7.725,8.007,8.232,8.775,8.995,9.467,9.688,9.863]",0,8,8,8,1,42314,,10,1,2021-01-11_17h31.01.309,Sequence Training,2020.1.3,Win32,60
"[""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1"",""4"",""4"",""2"",""3"",""1""]","[0.483,0.887,1.019,1.226,1.507,1.633,1.855,2.029,2.932,3.12,3.334,3.555,3.786,3.954,4.246,4.413,4.634,4.935,5.052,5.337,5.534,5.782,6.034,6.25,6.486,6.652,6.85,7.075,7.297,7.523,7.683,7.918,8.137,8.317,8.552,8.731,8.949,9.182,9.363,9.571,9.729,9.931]",0,9,9,9,1,42314,,10,1,2021-01-11_17h31.01.309,Sequence Training,2020.1.3,Win32,60
